name,country,height_cm,weight_kg,age,birthdate,singles_rank_current,singles_rank_highest,doubles_rank_current,doubles_rank_highest,sex,plays
Jerjomina Alina,Latvia,,,33,8. 7. 1992,-,779,-,743,woman,right
Rush Daniel Jordan,Armenia,,,33,21. 12. 1992,,,,,man,right
Dzehalevich Ekaterina,Belarus,168,63,39,3. 5. 1986,-,134,-,64,woman,right
Gonzalez Vilar Raquel,Spain,,,,,839,757,-,1110,woman,right
Davis Dwight,Jamaica,,,53,23. 8. 1972,,,,,man,right
Acevedo Federico,Colombia,,,36,30. 6. 1989,,,,,man,right
Suvirdjonkova Darja,Serbia,,,,,889,732,753,584,woman,right
Salazar Roca Elena,Costa Rica,,,24,1. 1. 2002,,,,,woman,right
Bitiyeva Victoria,Kazakhstan,,,,,,,,,woman,right
Allan Andrew,New Zealand,,,38,23. 7. 1987,,,,,man,right
Tubello Alice,France,,,25,30. 1. 2001,432,219,733,460,woman,right
Bertschi Michelle,Switzerland,,,29,26. 9. 1996,,,,,woman,right
Knezevic Simon,Montenegro,,,,,,,,,man,right
Aulia Catherine,Australia,,,,,1017,695,1390,811,woman,right
Kamboj Udit,India,,,24,2. 5. 2001,1473,1443,2106,2071,man,right
Wong Ethan,Trinidad,,,22,1. 1. 2004,,,,,man,right
Kurbanov Atly,Turkmenistan,,,30,9. 3. 1996,,,,,man,right
Boshoff Marnelle,RSA,,,31,19. 1. 1995,,,,,woman,right
Byun Sooyeon,South Korea,,,30,9. 5. 1995,,,,,woman,right
Cilekova Laura,Slovakia,,,,,1331,902,1266,773,woman,right
Yang Ya-Yi,Chinese Taipei,,,21,30. 5. 2004,642,203,514,289,woman,right
Omokomongamon Emmanuel,Central African Republic,,,37,9. 12. 1988,,,,,man,right
Jagau Imke,Namibia,,,35,12. 11. 1990,,,,,woman,right
Youssif Mohammed,Sudan,,,37,12. 10. 1988,-,1897,,,man,right
Takahashi Yusuke,Japan,170,68,28,17. 10. 1997,499,238,1496,375,man,right
Guardatti Gomez Orlando,Paraguay,,,40,12. 12. 1985,,,,,man,right
Yakhyaeva Nargizakhon,Tajikistan,,,,,,,,,woman,
Barry Charles,Ireland,,,24,9. 5. 2001,,,297,297,man,left
Hartman Emilia,Finland,,,22,14. 9. 2003,,,,,woman,right
Seib Christina,Luxembourg,,,36,6. 2. 1990,,,,,woman,right
Svajda Trevor,USA,,,19,20. 4. 2006,396,358,1028,1022,man,right
Bouzkova Marie,Czech Republic,180,61,27,21. 7. 1998,33,24,82,15,woman,right
Muthoni Claire,Kenya,,,,,,,,,woman,
Ortenblad Nogueira Henrique,Brazil,,,,,1672,1658,2272,2132,man,right
Barreto Tamara,Paraguay,,,27,23. 3. 1998,,,,,woman,right
Aleksovski Aleksandar,North Macedonia,,,42,10. 1. 1984,,,,,man,right
Alexandrescou Yannick Theodor,Romania,,,18,10. 1. 2008,1364,1319,,,man,right
Pollan Anabel,Cuba,,,35,29. 3. 1990,,,,,woman,right
Anghel Alexandra Irina,Romania,,,,,1112,1101,591,584,woman,right
Boonlaing Suweechaya,Thailand,,,,,,,,,woman,
Bandres Jesus,Venezuela,,,35,30. 1. 1991,-,824,-,642,man,right
Bass Nicolas,Virgin Islands,,,42,26. 11. 1983,,,,,man,right
Rakotondrasoa Valian,Madagascar,,,23,1. 1. 2003,,,,,man,right
Semenistaja Darja,Latvia,,,23,16. 9. 2002,99,87,181,119,woman,left
Hodgson Tanisha,Aruba,,,36,9. 10. 1989,,,,,woman,right
Wong Jaime,Singapore,,,43,22. 4. 1982,,,,,woman,
Added Dan,France,183,72,26,13. 4. 1999,203,194,212,77,man,right
Akkaziev Timur,Kyrgyzstan,,,41,22. 1. 1985,,,,,man,right
Ilagan Andre,USA,,,25,16. 11. 2000,365,339,601,389,man,left
Bab Faith,Suriname,,,,,,,,,woman,
Cho I-hsuan,Chinese Taipei,,,26,21. 2. 2000,-,572,108,103,woman,right
Portalatin Karla,Dominican Rep.,,,28,19. 8. 1997,-,1280,,,woman,right
Benabdeljalil Camilia,Morocco,,,33,10. 3. 1993,,,,,woman,right
Bozhko Milana,Belarus,,,,,,,,,woman,
Benzit Asmae,Morocco,,,32,5. 3. 1994,,,,,woman,right
Cachin Pedro,Argentina,185,77,30,12. 4. 1995,908,48,-,219,man,right
Gliga Alexandra,Moldavsko,,,18,1. 1. 2008,,,,,woman,right
Oliveira Nicolas,Brazil,,,19,14. 4. 2006,1008,1006,2069,912,man,right
Anikanov Ivan,Ukraine,,,37,15. 3. 1988,-,615,-,231,man,right
Forester Franco,Uruguay,,,38,28. 4. 1987,,,,,man,right
Wijemanne Renouk,Sri Lanka,,,44,18. 10. 1981,-,1473,-,1688,man,right
Cahi Joanna,New Zealand,,,44,23. 9. 1981,,,,,woman,right
Gueymard Wayenburg Sascha,France,,,22,1. 8. 2003,266,193,-,349,man,right
Ouakaa Aziz,Tunisia,,,26,7. 8. 1999,625,603,316,227,man,right
Karlsson Wistrand Jack,Sweden,,,23,6. 6. 2002,2145,1359,1464,982,man,right
Olende Marcel,Gabon,,,32,17. 9. 1993,,,,,man,right
Coglitore Gabriela,Venezuela,,,34,12. 5. 1991,-,688,-,684,woman,right
Palan Dominik,Czech Republic,,,25,30. 9. 2000,521,280,711,708,man,right
de Mata Jose,Dominican Rep.,,,47,8. 1. 1979,,,,,man,right
Adinata Christian,Indonesia,,,40,23. 7. 1985,,,,,man,right
Wang Xiyu,China,181,66,24,28. 3. 2001,223,49,655,87,woman,left
Ahmic Nedim,Bosnia and Herzeg.,,,28,9. 12. 1997,,,,,man,right
Lopez Nicolas,Puerto Rico,,,44,3. 9. 1981,,,-,1300,man,right
Kuhl Carolina,Germany,,,,,603,391,736,599,woman,right
Brito Fernanda,Chile,,,34,14. 2. 1992,-,274,-,380,woman,right
Buechel Chiara,Austria,,,27,10. 6. 1998,,,,,woman,right
Sime Andree,Guadeloupe,,,34,20. 5. 1991,,,,,woman,right
Alayli Rami,Lebanon,,,37,26. 1. 1989,,,,,man,right
Karanja Katarina,Kenya,,,32,7. 9. 1993,,,,,woman,right
Lee Na Hee,Korea,,,32,4. 4. 1993,,,,,woman,right
Wenger Damien,Switzerland,173,68,25,17. 3. 2000,621,363,608,235,man,right
Javakhishvili Giorgi,Georgia,,,30,23. 10. 1995,-,1058,-,980,man,right
Topo Marko,Germany,,,22,13. 9. 2003,235,235,821,573,man,right
Van Schalkwyk Codie Schalk,Namibia,,,,,,,-,2249,man,right
Sell Karue,Brazil,183,81,32,13. 11. 1993,658,258,-,581,man,right
Acquah Johnson,Ghana,,,,,,,-,1907,man,right
Betsiou Eleni,Greece,,,39,6. 4. 1986,,,,,woman,right
Avidan Ariel,Israel,,,,,,,,,woman,right
Da Cruz Mendonca Sofia,Brazil,,,24,9. 3. 2002,996,847,985,788,woman,right
Murgett Finn,Great Britain,,,24,17. 9. 2001,897,894,306,306,man,right
Geshtakovska Martina,North Macedonia,,,26,14. 9. 1999,,,,,woman,right
Moreta Vincent,Aruba,,,39,25. 10. 1986,,,-,1680,man,right
Ashiq Tanveer,Pakistan,,,37,3. 3. 1989,-,1836,,,man,right
Arsov Stefan,Serbia,,,29,22. 6. 1996,,,,,man,left
Juan Mano Alejandro,Spain,,,21,14. 1. 2005,746,746,,,man,right
Chirico Louisa,USA,175,64,29,16. 5. 1996,174,58,779,184,woman,right
Acquistapace Bianca,Australia,,,41,11. 5. 1984,-,684,-,620,woman,right
Adamson Steve,Canada,,,50,3. 10. 1975,,,-,777,man,right
Giunta Massimo,Italy,,,21,9. 7. 2004,577,577,803,657,man,right
Huseynov Muhammadali,Azerbaijan,,,26,1. 9. 1999,,,,,man,right
Boonsiri Tanatuch,Thailand,,,29,12. 6. 1996,,,,,man,right
Aleksova Ira,North Macedonia,,,38,15. 4. 1987,,,,,woman,right
Dorn Kunigunda,Hungary,,,39,13. 2. 1987,,,,,woman,right
Mueller Calvin,Germany,,,,,909,904,1076,1076,man,right
Thompson Kai,Hong Kong,,,18,1. 1. 2008,1940,1892,,,man,right
Jorda Sanchis David,Spain,196,86,31,14. 6. 1994,381,292,1314,389,man,right
Hennemann Caijsa Wilda,Sweden,,,24,22. 3. 2001,380,283,718,154,woman,right
Fischer Joanne,Luxembourg,,,39,26. 6. 1986,,,,,woman,right
Bouarab Youcef,Algeria,,,30,9. 10. 1995,,,,,man,right
Calderon Carmenluz,Chile,,,,,,,,,woman,
Francisco Paulo,Angola,,,43,28. 4. 1982,,,,,man,right
Brewer Patrick,Norway,,,39,6. 3. 1987,,,,,man,right
Abel Suellen,Brazil,,,30,13. 1. 1996,-,784,-,706,woman,right
Nhavene Armindo Junior,Mozambique,,,26,25. 5. 1999,,,,,man,right
Fuele Matyas,Hungary,,,27,22. 12. 1998,762,547,662,649,man,right
Babelis Tadas,Lithuania,185,73,29,25. 2. 1997,-,1142,-,803,man,right
Seleznev Alexander,Kyrgyzstan,,,37,12. 5. 1988,,,,,man,right
Knyazyan Artawasd,Armenia,,,30,27. 7. 1995,,,,,man,right
Geier Thomas,Namibia,,,34,12. 6. 1991,,,,,man,right
Lukic Uros,Yugoslavia,,,48,18. 8. 1977,,,,,man,right
Collins Robert,Ireland,,,48,11. 4. 1977,-,1312,,,man,right
Geronimo Marco Danielo,Malaysia,,,30,17. 6. 1995,,,,,man,right
Torkaman Ghazaleh,Iran,,,39,3. 7. 1986,,,,,woman,right
Alnajjar Haneen,Bahrain,,,17,1. 1. 2009,,,,,woman,right
Jovanovski Dragomir,North Macedonia,,,52,28. 12. 1973,-,1427,-,1300,man,right
Biletic Petar,Bosnia and Herzeg.,,,17,1. 1. 2009,,,2221,2158,man,right
Mba Tita,Cambodia,,,33,3. 10. 1992,,,,,man,right
Pohjola Peetu,Finland,,,25,21. 1. 2001,1390,1321,-,1526,man,right
Ledain-Terrine Thelya,Guadeloupe,,,17,1. 1. 2009,,,,,woman,right
Ciangherotti Giuliana,Chile,,,19,1. 1. 2007,,,,,woman,right
Al Alawi Sultan-Khalfan,Qatar,,,48,16. 3. 1977,-,1026,-,1224,man,right
Chipashvili Giorgi,Georgia,,,19,1. 1. 2007,,,,,man,right
Kamath Madhwin,India,,,24,10. 11. 2001,1333,1166,1456,1427,man,right
Adderley Jamaal,Bahamas,,,36,25. 4. 1989,,,,,man,right
Huertas Del Pino Arklon,Peru,,,31,16. 7. 1994,850,453,257,174,man,right
Al Hatam Nasir,Iraq,,,47,21. 7. 1978,,,,,man,right
Cazac Ilie,Moldavsko,,,20,1. 1. 2006,,,,,man,right
Avrhami Eden,Israel,,,21,1. 1. 2005,,,,,man,right
Acuna Macarena,Argentina,,,33,25. 11. 1992,,,,,woman,right
Oliel Yshai,Israel,188,78,26,5. 1. 2000,1940,305,-,412,man,left
Nguimbis Ntove Serene Orphelia,Cameroon,,,,,,,,,woman,right
Al Emam Mohamed,Egypt,,,40,2. 6. 1985,,,-,1534,man,right
Astrugo Chen,Israel,,,36,25. 2. 1990,-,468,-,381,woman,right
Ayu-Prastiwi Winda,Indonesia,,,41,1. 1. 1985,,,,,woman,right
Bakovic Arslan,Bosnia and Herzeg.,,,24,4. 5. 2001,,,,,man,right
Bechgaard Eik Sylvester,Denmark,,,20,1. 1. 2006,,,,,man,right
Aviv Nofar,Israel,,,33,11. 6. 1992,,,,,woman,right
Kobayashi Honoka,Japan,,,25,23. 4. 2000,796,607,744,660,woman,right
Karol Milos,Slovakia,198,90,23,13. 12. 2002,449,356,158,138,man,right
Kakpo Kocou Pacome,Benin,,,19,1. 1. 2007,,,,,man,right
Escurra Isnardi Hernando Jose,Paraguay,,,28,13. 12. 1997,1790,999,1367,915,man,right
Philippov Evgeny,Russia,,,24,6. 2. 2002,1135,530,1559,566,man,right
Michalkova Barbora,Czech Republic,,,,,1009,969,,,woman,right
Rashid Hussain-Ahmed,Iraq,,,54,1. 9. 1971,,,,,man,right
Chepkemei Yego Stacy,Kenya,,,,,,,-,1761,woman,right
Curmi Francesca,Malta,,,23,7. 7. 2002,338,299,1187,402,woman,right
Boogaard Thijs,Netherlands,,,17,5. 7. 2008,839,839,,,man,right
Huynh Mai-Huynh,Viet Nam,,,41,25. 12. 1984,-,1283,,,woman,right
Casey Shauna,Ireland,,,27,24. 1. 1999,,,,,woman,right
Morvayova Viktoria,Slovakia,,,25,10. 3. 2001,332,329,837,487,woman,right
Begu Irina,Romania,181,67,35,26. 8. 1990,163,22,190,22,woman,right
Arguello Ernesto,Nicaragua,,,33,11. 9. 1992,,,,,man,right
Teixido Garcia Maria Aran,Spain,,,25,17. 1. 2001,478,478,734,731,woman,right
Kitambala Hoziane,Burundi,,,,,,,-,1331,woman,right
Atamanov Maxim,Ukraine,,,36,30. 6. 1989,,,,,man,right
Moinet Nel,Guadeloupe,,,25,1. 10. 2000,,,,,man,right
Ahakim Jana,Egypt,,,,,,,,,woman,
Lume Reiko,Estonia,,,38,12. 9. 1987,,,,,man,right
Helisten Emma-Sofia,Finland,,,36,11. 5. 1989,,,,,woman,right
Abrar Zarif,Bangladesh,,,18,27. 9. 2007,,,,,man,right
"Kong Shi Qing, Steffi",Singapore,,,28,1. 5. 1997,,,,,woman,right
Afolabi Samuel,Nigeria,,,41,14. 9. 1984,,,,,man,right
Arutyunova Elina,Uzbekistan,,,39,20. 1. 1987,,,,,woman,right
Druteikaite Ieva,Lithuania,,,28,12. 5. 1997,,,,,woman,right
Reyngold Ekaterina,Russia,,,24,7. 4. 2001,319,226,273,196,woman,right
Ilarslan Russo Ariel,Panama,,,31,24. 4. 1994,,,,,man,right
Chantouria Giorgi,Georgia,,,37,23. 1. 1989,-,1689,,,man,left
Tomic Bernard,Australia,196,91,33,21. 10. 1992,189,17,498,114,man,right
Pavel Bogdan,Romania,,,26,11. 6. 1999,1731,704,128,127,man,right
Bernhard Taine,RSA,,,26,2. 9. 1999,-,1639,,,man,right
Okou Segbegnon Emmanuel,Benin,,,36,23. 9. 1989,,,,,man,right
Struplova Julie,Czech Republic,,,,,313,250,605,220,woman,right
Newman Baker,Bahamas,,,30,6. 10. 1995,-,1188,-,1670,man,right
Ayoola Micheal,Nigeria,,,23,1. 12. 2002,,,,,man,left
Merzuki Mohd Assri,Malaysia,,,31,28. 12. 1994,-,1333,-,795,man,right
Abdel-Aziz Omar Khaled,Egypt,,,42,23. 5. 1983,,,-,1534,man,right
Abdul Moumen Abdul-Rehman,Algeria,,,61,29. 11. 1964,,,,,man,right
Alves Pedro (2000),Portugal,,,25,2. 6. 2000,,,,,man,right
Obront Justin,Bahamas,,,44,22. 10. 1981,,,,,man,right
Blom Alexander,Antily (NIZ),,,38,17. 8. 1987,-,945,-,500,man,right
Mau Assam William,Antily (NIZ),,,42,7. 11. 1983,,,,,man,right
Bernadette Audra,Indonesia,,,43,16. 4. 1982,,,,,woman,right
Egorova Daria,Russia,,,,,565,513,787,715,woman,right
Araucz Liliana,Poland,,,30,18. 12. 1995,,,,,woman,right
Tchamoussa Mazamesso Grace,Togo,,,,,,,,,woman,right
Wearing Katee Timeri,Cook Islands,,,,,,,,,woman,
Verbeek Daniel,Netherlands,,,,,1525,1296,1995,838,man,right
Aranguren Natalia,Colombia,,,39,23. 2. 1987,,,,,woman,right
Gutu Michael,Zimbabwe,,,29,28. 11. 1996,,,,,man,right
Sadzik Jan,Poland,,,,,1940,1892,2460,2267,man,right
Musse Dawit,Ethiopia,,,,,,,,,man,right
Goonetilleke Lisal,Sri Lanka,,,,,,,,,man,
Lu Jia-Jing,China,173,60,36,18. 11. 1989,445,162,-,139,woman,right
Charoensirisutthikul Peeraya,Thailand,,,31,2. 2. 1995,,,,,woman,right
Turnquest Jody,Bahamas,,,31,3. 4. 1994,,,,,man,right
Rosa Edilson,Mozambique,,,,,,,,,man,
Brkic Josip,Bosnia and Herzeg.,,,37,27. 6. 1988,,,,,man,right
Alvarado Augusto,Panama,,,38,2. 9. 1987,,,,,man,right
Lagman Jacob,Philippines,,,30,23. 4. 1995,,,,,man,right
Anguin Andrew,Jamaica,,,39,15. 8. 1986,,,,,man,right
Kopilevich Dmitry,Slovenia,,,19,28. 10. 2006,1651,1608,1590,1416,man,right
Courtney Caragh,Ireland,,,26,4. 9. 1999,,,,,woman,right
Pinnington Jones Jack,Great Britain,,,22,30. 3. 2003,134,134,1423,966,man,right
Davlianidze Nikoloz,Georgia,,,,,,,-,1572,man,right
Alli Balogun Mariam,Nigeria,,,,,,,,,woman,
Bun Kenny,Cambodia,,,35,1. 6. 1990,-,995,-,953,man,right
Zvereva Vlada,Belarus,,,24,15. 9. 2001,1109,934,1087,973,woman,right
Jarna Meribel,Estonia,,,,,,,,,woman,right
Latt Kyaw Hein,Myanmar,,,21,1. 1. 2005,,,,,man,right
Albieri Sofia Omati,Brazil,,,18,1. 1. 2008,,,,,woman,right
Chewe Margaret Natasha,Zambia,,,,,,,,,woman,
Alonso Moya Juan Andres,Colombia,,,,,,,,,man,
Neimanis Rihards,Latvia,,,18,1. 1. 2008,1731,1731,,,man,right
Almada Rui,Portugal,,,30,28. 7. 1995,,,,,man,right
Jang Soo Ha,South Korea,,,,,1285,1279,-,1363,woman,right
Park Yong Joon,South Korea,,,24,25. 2. 2002,2212,1356,-,1909,man,right
Ohanyan Linda,Armenia,,,27,3. 12. 1998,,,,,woman,right
Zeuch Tom,Germany,,,26,17. 2. 2000,1038,1032,484,454,man,right
Barreiros Reyes Mateo,Brazil,,,25,14. 12. 2000,994,595,537,310,man,left
Adel Waly Hassan,Qatar,,,18,1. 1. 2008,,,,,man,right
Dewandaka Heryanta,Singapore,,,56,20. 11. 1969,,,,,man,right
Elenova Marija,North Macedonia,,,26,30. 1. 2000,,,,,woman,right
Acuna Noelia Alejandra,Argentina,,,30,25. 9. 1995,,,,,woman,right
Zgirovsky Alexander,Belarus,191,78,24,10. 7. 2001,1519,588,1123,311,man,right
Ben Guergoura Ouassim,Algeria,,,,,,,,,man,right
Hannonen Simeon,Finland,,,,,,,,,man,
Chelidze David,Georgia,,,26,27. 1. 2000,,,-,1456,man,right
Eberling Mark,Luxembourg,,,47,12. 10. 1978,-,1267,-,1111,man,right
Stebe Cedrik-Marcel,Germany,183,70,35,9. 10. 1990,323,71,-,126,man,left
Rivoli Pietra,Brazil,,,,,1303,1295,-,1429,woman,right
Gentz Maricris,Philippines,,,46,23. 7. 1979,-,298,-,616,woman,right
Auzoux Yann,Cameroon,,,53,15. 5. 1972,,,-,1342,man,right
Kuzmanov Dimitar,Bulgaria,193,77,32,28. 7. 1993,264,158,1352,266,man,right
Tagger Lilli,Austria,,,18,17. 2. 2008,119,114,-,1085,woman,right
Bauwens Gregory,Belgium,,,48,21. 11. 1977,-,772,-,1144,man,left
Baier Alexandros,Greece,,,36,22. 4. 1989,,,,,man,right
Balafouta Anastasia,Greece,,,38,19. 5. 1987,,,,,woman,right
Alfonso Darien,Cuba,,,35,19. 8. 1990,,,,,man,right
Akigbusi Tina,Nigeria,,,38,18. 2. 1988,,,,,woman,right
Carrau Santiago,Uruguay,,,36,25. 3. 1989,,,,,man,right
Vozniak Khrystyna,Ukraine,,,29,9. 12. 1996,1306,1266,-,1151,woman,right
Bakagianni Andromachi,Greece,,,32,7. 3. 1994,,,,,woman,right
Nour Abdullah,Saudi Arabia,,,42,17. 6. 1983,,,-,1497,man,right
Van Noord Niels Peter,Canada,,,25,12. 4. 2000,1940,1292,-,2267,man,right
Biboussy Duhamel Franklin,Congo,,,39,28. 12. 1986,,,,,man,right
Seneviratne Anika,Sri Lanka,172,48,,,,,,,woman,
Chauhan Hitesh,India,,,18,25. 12. 2007,1634,1622,,,man,right
Al Balushi Sarah,Oman,,,29,29. 6. 1996,,,,,woman,right
Sanakai Victor,Cameroon,,,42,15. 10. 1983,,,,,man,right
Baraniakova Ema,Slovakia,,,23,4. 11. 2002,,,,,woman,right
Bessarab Anastassiya,Kazakhstan,,,30,12. 1. 1996,,,,,woman,right
Kokkinis Tahlia,Australia,,,,,491,486,1018,757,woman,right
Appelmans Sabine,Belgium,,,53,22. 4. 1972,-,25,-,34,woman,left
Losciale Valentina,Italy,,,29,4. 1. 1997,964,961,635,635,woman,right
Abdioglu Aylin,Turkey,,,26,4. 1. 2000,,,,,woman,right
Pieri Jessica,Italy,160,48,28,24. 4. 1997,250,205,857,563,woman,right
Hardt Nick,Dominican Rep.,183,84,25,20. 9. 2000,612,177,2272,282,man,right
Serdarusic Nino,Croatia,191,85,29,13. 12. 1996,1184,167,135,125,man,right
Abderrahman Wissam,Tunisia,,,,,1562,940,1858,829,man,right
Vencatchellum Jonathan,Mauritius,,,42,27. 11. 1983,,,,,man,right
Alaby Tania,Canada,,,33,21. 4. 1992,,,,,woman,right
Brennan Isolde,Ireland,,,15,1. 1. 2011,,,,,woman,right
Angel Marianne,Mexico,,,,,,,,,woman,right
Juricich-Sandler Elena,Uruguay,,,46,6. 9. 1979,-,451,-,374,woman,right
Catarina Lucas,Monaco,185,80,29,26. 8. 1996,-,341,-,423,man,right
Baek Seung-Bok,South Korea,,,52,20. 1. 1974,-,595,-,674,man,right
Aleshchev Alexey,Russia,,,27,28. 12. 1998,1437,1334,1406,1403,man,right
Lazarovska Marina,Moldavia,,,47,29. 7. 1978,-,362,-,312,woman,right
Alvarez Mercante Isabela,Brazil,,,,,,,,,woman,right
Darderi Luciano,Italy,,,24,14. 2. 2002,21,21,256,104,man,right
Fernandez Navarro Maria,Bolivia,,,32,29. 6. 1993,,,,,woman,right
Baquerizo Rafaella,Ecuador,,,27,25. 3. 1998,,,,,woman,right
Alahakoon Ruchika,Sri Lanka,,,37,29. 1. 1989,,,,,woman,right
Sramkova Tamara,Slovakia,,,,,1258,1254,1048,1014,woman,right
Sahtali Toufik,Algeria,,,27,7. 1. 1999,706,705,717,717,man,right
Dodin Oceane,France,183,59,29,24. 10. 1996,581,46,-,375,woman,right
Kachmazov Alibek,Russia,,,23,17. 8. 2002,451,161,1429,250,man,right
Andrzejczuk Oliver,Poland,,,37,25. 4. 1988,-,1468,,,man,right
Androic Toni,Croatia,168,73,34,28. 12. 1991,-,219,-,193,man,right
Dougah Ami Diwiniga Grace,Togo,,,24,20. 10. 2001,,,,,woman,right
Taberner Carlos,Spain,183,78,28,8. 8. 1997,100,83,-,131,man,right
Dobo Csilla,Hungary,,,49,15. 3. 1976,-,991,,,woman,right
Lee Woong Bi,South Korea,,,21,1. 1. 2005,1856,1841,,,man,right
Akkerman Linda,Netherlands,,,45,5. 8. 1980,-,639,-,503,woman,right
Simionescu Diana-Ioana,Romania,,,,,829,829,885,862,woman,right
Al Wadani Fahad,Kuwait,,,35,13. 11. 1990,,,,,man,right
Leigniel Dylan,Luxembourg,,,18,1. 1. 2008,,,,,man,right
Do Thanh-Hoang,Viet Nam,,,50,14. 7. 1975,,,-,1464,man,right
Ignatik Uladzimir,Belarus,183,82,35,14. 7. 1990,1394,129,1438,117,man,right
Al Bitar Abdelrahman,Egypt,,,31,13. 6. 1994,,,,,man,right
Andre Seydina,Senegal,,,22,8. 8. 2003,898,743,870,789,man,right
Ganja Anastasia,Moldavsko,,,18,1. 1. 2008,,,1576,1506,woman,right
Said Jean-Noel,Senegal,,,51,22. 1. 1975,,,-,1474,man,right
Bahriddinov Azamat,Uzbekistan,,,33,8. 10. 1992,,,,,man,right
Diaz Alvarenga Thamna Jazmin,Paraguay,,,24,11. 10. 2001,,,,,woman,right
Alizada Aydan,Azerbaijan,,,30,27. 8. 1995,,,,,woman,right
Nanobashvili Saba George,Sweden,,,21,14. 11. 2004,2105,1648,1916,1907,man,right
Alami Mohamed,Morocco,,,23,22. 11. 2002,,,-,1689,man,right
Alayon Guevara Juan Felipe,Colombia,,,22,1. 1. 2004,,,,,man,right
Bukina Anna Marija,Latvia,,,26,2. 7. 1999,,,,,woman,right
Liu Nancy,Mongolia,,,21,1. 1. 2005,,,,,woman,right
Nkolo-Mvondo Andre,Cameroon,,,,,,,,,man,
Abbes Nour,Tunisia,,,32,20. 6. 1993,-,967,-,823,woman,right
Maleckova Jesika,Czech Republic,,,31,16. 8. 1994,751,191,72,67,woman,right
Patel Kamil,Mauritius,,,46,3. 4. 1979,-,570,-,331,man,right
Brow Salinas Jerry Christopher,Peru,,,19,1. 1. 2007,,,,,man,right
Briscoe Tamsyn,RSA,,,36,14. 6. 1989,-,1280,-,891,woman,right
Calma Mary Aubrey,Philippines,,,,,,,,,woman,
Povilionyte Marija,Lithuania,,,27,16. 6. 1998,,,,,woman,right
Aviles Lillian,Cuba,,,35,4. 4. 1990,,,,,woman,right
Muradyan Irena,Armenia,,,,,,,,,woman,right
Babakova Martina,Slovakia,,,42,18. 4. 1983,-,413,-,271,woman,right
Acebedo Bonocore Martina,Argentina,,,,,,,,,woman,right
Barros Correa Audolina,Chile,,,60,1. 4. 1965,,,,,woman,right
Fu Jason,Hong Kong,,,17,1. 1. 2009,,,,,man,right
Abduraimova Nigina,Uzbekistan,,,31,7. 7. 1994,1400,144,1369,175,woman,right
Mortimer Dentry,Bahamas,,,43,31. 5. 1982,,,,,man,right
Baroud Mali,Aruba,,,16,1. 1. 2010,,,,,woman,right
Fonio Giovanni,Italy,183,80,27,7. 5. 1998,503,269,1234,406,man,right
Bae Sung Hoon,Korea,,,34,2. 11. 1991,,,,,man,right
Orantes Rafa,El Salvador,,,31,23. 10. 1994,,,,,man,right
Nikoian Liuodmila,Armenia,,,46,1. 8. 1979,-,498,-,360,woman,right
Diaz Paula,Venezuela,,,36,2. 5. 1989,,,,,woman,right
Calderon Liz Marie,Panama,,,23,1. 1. 2003,,,,,woman,right
Ade Nsuh Levy,Cameroon,,,21,31. 8. 2004,,,,,man,
Pineda Ricardo,Honduras,,,32,29. 11. 1993,,,,,man,right
Alvarez Carlos Francisco,Dominican Rep.,,,26,18. 12. 1999,,,,,man,right
De Saram Jaitra,Sri Lanka,,,21,1. 1. 2005,,,,,man,right
Carou Ignacio,Uruguay,178,70,26,12. 7. 1999,-,581,167,167,man,right
Aghion Razvan,Romania,,,22,12. 12. 2003,,,,,man,right
Bareket Michal,Israel,,,49,11. 6. 1976,,,,,woman,right
Shin Jiho,South Korea,,,24,8. 3. 2002,1223,862,1009,711,woman,right
Cungu Rrezart,Montenegro,173,70,27,18. 7. 1998,-,578,-,883,man,right
Boukezzi Sarra,Algeria,,,29,13. 3. 1997,,,,,woman,right
Solis Carlos Augusto,Panama,,,30,22. 3. 1995,,,,,man,right
Caceres Alessandra,Chile,,,,,-,1297,-,1016,woman,right
Navasirisomboon Jirat,Thailand,175,60,29,17. 11. 1996,1492,816,1635,713,man,right
Kononov Jaan,Estonia,,,33,31. 7. 1992,-,1692,,,man,right
Badza Benedict,Zimbabwe,,,,,,,,,man,right
Ateba Carole Joelle,Cameroon,,,38,22. 10. 1987,,,,,woman,right
Jayathilake Hasini,Sri Lanka,,,35,29. 4. 1990,,,,,woman,right
Rathi Arjun,India,,,19,1. 1. 2007,1472,1465,2543,2515,man,right
Bass Finn,Great Britain,180,80,26,9. 10. 1999,1022,756,296,285,man,right
Andrejszki Dora,Hungary,,,33,7. 3. 1993,,,,,woman,right
Argyelan Csilla,Hungary,,,35,11. 11. 1990,-,475,-,808,woman,right
Germinal James Adler,Haiti,,,23,1. 1. 2003,,,,,man,right
Hietaniemi Alexandra,Finland,,,33,6. 4. 1992,,,,,woman,right
Arli Eda,Turkey,,,,,,,,,woman,right
Chingono Munashe,Zimbabwe,,,29,20. 11. 1996,,,,,man,right
Feng Yidi,Hong Kong,,,34,15. 2. 1992,,,,,woman,right
Vaidya Ria,Singapore,,,29,8. 12. 1996,,,,,woman,left
Azim Aaraa Aasaal,Maldives,,,18,1. 1. 2008,,,,,woman,right
Borgions Sofie,Belgium,,,45,17. 1. 1981,,,-,721,woman,right
Arrien Daniel,Bolivia,,,29,17. 2. 1997,,,,,man,right
